! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
1,488	Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	OMIM:617755	1/8661	0.00%	-18.171
1,489	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies	OMIM:618608	1/8661	0.00%	-18.175
1,490	Cardiomyopathy, dilated, 1I	OMIM:604765	1/8661	0.00%	-18.176
1,491	Ventriculomegaly with cystic kidney disease	OMIM:219730	1/8661	0.00%	-18.196
1,492	Scapuloperoneal spinal muscular atrophy	OMIM:181405	1/8661	0.00%	-18.197
1,493	Lethal congenital contracture syndrome 11	OMIM:617194	1/8661	0.00%	-18.197
1,494	Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	OMIM:619321	1/8661	0.00%	-18.2
1,495	Myosclerosis, autosomal recessive	OMIM:255600	1/8661	0.00%	-18.205
1,496	Myasthenic syndrome, congenital, 25, presynaptic	OMIM:618323	1/8661	0.00%	-18.205
1,497	Glycogen storage disease V	OMIM:232600	1/8661	0.00%	-18.21
1,498	Coffin-Siris syndrome 7	OMIM:618027	1/8661	0.00%	-18.21
1,499	Muscular dystrophy, limb-girdle, autosomal recessive 29	OMIM:620793	1/8661	0.00%	-18.211
1,500	Cardiac septal defects with coarctation of the aorta	OMIM:212090	1/8661	0.00%	-18.224
1,501	Cardiomyopathy, dilated, 2E	OMIM:619492	1/8661	0.00%	-18.228
1,502	Cranioectodermal dysplasia 4	OMIM:614378	1/8661	0.00%	-18.228
1,503	Orofaciodigital syndrome XVII	OMIM:617926	1/8661	0.00%	-18.228
1,504	Emery-Dreifuss muscular dystrophy 5, autosomal dominant	OMIM:612999	1/8661	0.00%	-18.23
1,505	Spondylometaphyseal dysplasia with corneal dystrophy	OMIM:618961	1/8661	0.00%	-18.232
1,506	Heterotaxy, visceral, 2, autosomal	OMIM:605376	1/8661	0.00%	-18.238
1,507	Leopard syndrome 2	OMIM:611554	1/8661	0.00%	-18.245
1,508	Carnitine palmitoyltransferase I deficiency	OMIM:255120	1/8661	0.00%	-18.251
1,509	Cutis laxa, autosomal recessive, type IIIB	OMIM:614438	1/8661	0.00%	-18.265
1,510	Letterer-Siwe disease	OMIM:246400	1/8661	0.00%	-18.266
1,511	Congenital heart defects and ectodermal dysplasia	OMIM:617364	1/8661	0.00%	-18.271
1,512	Atrial septal defect 8	OMIM:614433	1/8661	0.00%	-18.277
1,513	Congenital myopathy 5 with cardiomyopathy	OMIM:611705	1/8661	0.00%	-18.287
1,514	Microcephaly and chorioretinopathy, autosomal recessive, 2	OMIM:616171	1/8661	0.00%	-18.289
1,515	Donnai-Barrow syndrome	OMIM:222448	1/8661	0.00%	-18.29
1,516	Amyotrophic lateral sclerosis 2, juvenile	OMIM:205100	1/8661	0.00%	-18.291
1,517	Birk-Landau-Perez syndrome	OMIM:617595	1/8661	0.00%	-18.292
1,518	Spastic paraplegia 50, autosomal recessive	OMIM:612936	1/8661	0.00%	-18.294
1,519	Papillorenal syndrome	OMIM:120330	1/8661	0.00%	-18.294
1,520	Combined oxidative phosphorylation deficiency 25	OMIM:616430	1/8661	0.00%	-18.3
1,521	Orofaciodigital syndrome IX	OMIM:258865	1/8661	0.00%	-18.301
1,522	Friedreich ataxia 2	OMIM:601992	1/8661	0.00%	-18.301
1,523	Holoprosencephaly 5	OMIM:609637	1/8661	0.00%	-18.304
1,524	Adducted thumbs syndrome	OMIM:201550	1/8661	0.00%	-18.311
1,525	Shukla-Vernon syndrome	OMIM:301029	1/8661	0.00%	-18.315
1,526	Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction	OMIM:620089	1/8661	0.00%	-18.316
1,527	Muscular dystrophy, limb-girdle, type 2W	OMIM:616827	1/8661	0.00%	-18.316
1,528	Myasthenic syndrome, congenital, 5	OMIM:603034	1/8661	0.00%	-18.319
1,529	Immunodeficiency 133 with autoimmunity and autoinflammation	OMIM:620565	1/8661	0.00%	-18.328
1,530	Stickler syndrome, type III	OMIM:184840	1/8661	0.00%	-18.332
1,531	Vulto-van Silfout-de Vries syndrome	OMIM:615828	1/8661	0.00%	-18.334
1,532	Achondrogenesis, type IA	OMIM:200600	1/8661	0.00%	-18.334
1,533	Intellectual developmental disorder, X-linked syndromic, Chudley-Schwartz type	OMIM:300861	1/8661	0.00%	-18.335
1,534	Systemic lupus erythematosus 18	OMIM:621369	1/8661	0.00%	-18.342
1,535	Congenital myopathy 26	OMIM:621225	1/8661	0.00%	-18.346
1,536	Developmental and epileptic encephalopathy 70	OMIM:618298	1/8661	0.00%	-18.347
1,537	Senior-Loken syndrome 8	OMIM:616307	1/8661	0.00%	-18.349
1,538	Vertebral hypersegmentation and orofacial anomalies	OMIM:619122	1/8661	0.00%	-18.351
1,539	Cerebrooculofacioskeletal syndrome 3	OMIM:616570	1/8661	0.00%	-18.358
1,540	Combined oxidative phosphorylation deficiency 8	OMIM:614096	1/8661	0.00%	-18.366
1,541	Myopathy, reducing body, X-linked, early-onset, severe	OMIM:300717	1/8661	0.00%	-18.369
1,542	Ehlers-Danlos syndrome, periodontal type, 2	OMIM:617174	1/8661	0.00%	-18.372
1,543	Bone marrow failure syndrome 3	OMIM:617052	1/8661	0.00%	-18.377
1,544	Orofaciodigital syndrome XXI	OMIM:301132	1/8661	0.00%	-18.378
1,545	Hypophosphatemic bone disease	OMIM:146350	1/8661	0.00%	-18.382
1,546	Chopra-Amiel-Gordon syndrome	OMIM:619504	1/8661	0.00%	-18.382
1,547	Multiple mitochondrial dysfunctions syndrome 3	OMIM:615330	1/8661	0.00%	-18.388
1,548	Becker nevus syndrome	OMIM:604919	1/8661	0.00%	-18.39
1,549	Chiari malformation type I	OMIM:118420	1/8661	0.00%	-18.392
1,550	Smith-Kingsmore syndrome	OMIM:616638	1/8661	0.00%	-18.401
1,551	Combined oxidative phosphorylation deficiency 33	OMIM:617713	1/8661	0.00%	-18.402
1,552	Vertebral, cardiac, renal, and limb defects syndrome 2	OMIM:617661	1/8661	0.00%	-18.404
1,553	Muscular dystrophy, limb-girdle, type 2Y	OMIM:617072	1/8661	0.00%	-18.407
1,554	Coach syndrome 1	OMIM:216360	1/8661	0.00%	-18.412
1,555	Cardiomyopathy, familial hypertrophic 27	OMIM:618052	1/8661	0.00%	-18.418
1,556	Amyloidosis, hereditary, transthyretin-related	OMIM:105210	1/8661	0.00%	-18.428
1,557	Hydrops, lactic acidosis, and sideroblastic anemia	OMIM:617021	1/8661	0.00%	-18.436
1,558	Oculocerebrocutaneous syndrome	OMIM:164180	1/8661	0.00%	-18.437
1,559	Moyamoya disease 5	OMIM:614042	1/8661	0.00%	-18.439
1,560	Spondylocostal dysostosis 2, autosomal recessive	OMIM:608681	1/8661	0.00%	-18.441
1,561	Lipodystrophy, congenital generalized, type 2	OMIM:269700	1/8661	0.00%	-18.442
1,562	Hemifacial microsomia with radial defects	OMIM:141400	1/8661	0.00%	-18.447
1,563	Split-Hand/foot malformation 1 with sensorineural hearing loss	OMIM:220600	1/8661	0.00%	-18.456
1,564	Neurodevelopmental disorder with dysmorphic facies, impaired speech and hypotonia	OMIM:619005	1/8661	0.00%	-18.46
1,565	Episodic ataxia, type 1	OMIM:160120	1/8661	0.00%	-18.473
1,566	Osteopetrosis, autosomal dominant 4	OMIM:621449	1/8661	0.00%	-18.473
1,567	Ciliary dyskinesia, primary, 53	OMIM:620642	1/8661	0.00%	-18.477
1,568	Short-rib thoracic dysplasia 22 without polydactyly	OMIM:621260	1/8661	0.00%	-18.487
1,569	Mandibulofacial dysostosis with macroblepharon and macrostomia	OMIM:602562	1/8661	0.00%	-18.488
1,570	Cortical dysplasia, complex, with other brain malformations 12	OMIM:620316	1/8661	0.00%	-18.492
1,571	Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly	OMIM:236500	1/8661	0.00%	-18.497
1,572	Noonan syndrome 12	OMIM:618624	1/8661	0.00%	-18.498
1,573	Gaucher disease, type I	OMIM:230800	1/8661	0.00%	-18.499
1,574	Proteasome-Associated autoinflammatory syndrome 3	OMIM:617591	1/8661	0.00%	-18.499
1,575	Ablepharon-Macrostomia syndrome	OMIM:200110	1/8661	0.00%	-18.499
1,576	Xeroderma pigmentosum, complementation group F	OMIM:278760	1/8661	0.00%	-18.512
1,577	Epidermolysis bullosa simplex 2D, generalized, intermediate or severe, autosomal recessive	OMIM:619599	1/8661	0.00%	-18.52
1,578	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	OMIM:613752	1/8661	0.00%	-18.521
1,579	Short-Rib thoracic dysplasia 4 with or without polydactyly	OMIM:613819	1/8661	0.00%	-18.537
1,580	Camptosynpolydactyly, complex	OMIM:607539	1/8661	0.00%	-18.537
1,581	Myopathy, X-linked, with postural muscle atrophy	OMIM:300696	1/8661	0.00%	-18.538
1,582	Short stature, developmental delay, and congenital heart defects	OMIM:617044	1/8661	0.00%	-18.542
1,583	Congenital disorder of glycosylation, type Ih	OMIM:608104	1/8661	0.00%	-18.548
1,584	Pitt-Hopkins-Like syndrome 2	OMIM:614325	1/8661	0.00%	-18.549
1,585	Pelvic dysplasia - arthrogryposis of lower limbs	OMIM:602484	1/8661	0.00%	-18.558
1,586	Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant	OMIM:603736	1/8661	0.00%	-18.562
1,587	Ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome	OMIM:225280	1/8661	0.00%	-18.566
1,588	GM1-gangliosidosis, type III	OMIM:230650	1/8661	0.00%	-18.575
1,589	Autoinflammation, panniculitis, and dermatosis syndrome, autosomal dominant	OMIM:621030	1/8661	0.00%	-18.579
1,590	Craniosynostosis 4	OMIM:600775	1/8661	0.00%	-18.58
1,591	Glycogen storage disease 0, muscle	OMIM:611556	1/8661	0.00%	-18.583
1,592	Dystonia 1, torsion, autosomal dominant	OMIM:128100	1/8661	0.00%	-18.584
1,593	Hemihyperplasia, isolated	OMIM:235000	1/8661	0.00%	-18.584
1,594	Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency	OMIM:608931	1/8661	0.00%	-18.595
1,595	Neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-Pelger-Huet anomaly	OMIM:620075	1/8661	0.00%	-18.601
1,596	Arthrogryposis multiplex congenita 7, X-linked	OMIM:301127	1/8661	0.00%	-18.601
1,597	Mandibulofacial dysostosis with alopecia	OMIM:616367	1/8661	0.00%	-18.605
1,598	Dursun-Ozgul neurodevelopmental syndrome	OMIM:621344	1/8661	0.00%	-18.605
1,599	Angioma, tufted	OMIM:607859	1/8661	0.00%	-18.612
1,600	Orofaciodigital syndrome XIX	OMIM:620107	1/8661	0.00%	-18.618
1,601	Peroxisome biogenesis disorder 3A (Zellweger)	OMIM:614859	1/8661	0.00%	-18.619
1,602	Prolidase deficiency	OMIM:170100	1/8661	0.00%	-18.624
1,603	Meckel syndrome 13	OMIM:617562	1/8661	0.00%	-18.63
1,604	Developmental delay with hypotonia, myopathy, and brain abnormalities	OMIM:620240	1/8661	0.00%	-18.63
1,605	Neurodevelopmental disorder with progressive movement abnormalities	OMIM:620785	1/8661	0.00%	-18.635
1,606	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies	OMIM:614416	1/8661	0.00%	-18.64
1,607	Fanconi anemia, complementation group D2	OMIM:227646	1/8661	0.00%	-18.641
1,608	Spinal muscular atrophy, type I	OMIM:253300	1/8661	0.00%	-18.652
1,609	Vascular hyalinosis	OMIM:277175	1/8661	0.00%	-18.655
1,610	Mitochondrial complex I deficiency, nuclear type 39	OMIM:620135	1/8661	0.00%	-18.664
1,611	Glutamine deficiency, congenital	OMIM:610015	1/8661	0.00%	-18.67
1,612	Cockayne syndrome, type A	OMIM:216400	1/8661	0.00%	-18.681
1,613	Chitayat syndrome	OMIM:617180	1/8661	0.00%	-18.682
1,614	Hypophosphatasia, childhood	OMIM:241510	1/8661	0.00%	-18.687
1,615	Baralle-Macken syndrome	OMIM:619255	1/8661	0.00%	-18.693
1,616	Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies	OMIM:619995	1/8661	0.00%	-18.695
1,617	Noonan syndrome 9	OMIM:616559	1/8661	0.00%	-18.697
1,618	Pontocerebellar hypoplasia, type 16	OMIM:619527	1/8661	0.00%	-18.7
1,619	Joubert syndrome 30	OMIM:617622	1/8661	0.00%	-18.701
1,620	-Methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia	OMIM:616271	1/8661	0.00%	-18.711
1,621	Fibrosis of extraocular muscles, congenital, 3B	OMIM:609384	1/8661	0.00%	-18.719
1,622	Carney complex variant	OMIM:608837	1/8661	0.00%	-18.721
1,623	Li-Campeau syndrome	OMIM:619189	1/8661	0.00%	-18.722
1,624	Scarf syndrome	OMIM:312830	1/8661	0.00%	-18.724
1,625	Adams-Oliver syndrome 2	OMIM:614219	1/8661	0.00%	-18.724
1,626	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12	OMIM:615249	1/8661	0.00%	-18.725
1,627	Charcot-marie-tooth disease, axonal, type 2A2A	OMIM:609260	1/8661	0.00%	-18.725
1,628	Buschke-Ollendorff syndrome	OMIM:166700	1/8661	0.00%	-18.725
1,629	Acyl-Coa dehydrogenase, short-chain, deficiency of	OMIM:201470	1/8661	0.00%	-18.725
1,630	Marinesco-Sjogren syndrome	OMIM:248800	1/8661	0.00%	-18.725
1,631	Leukodystrophy, hypomyelinating, 18	OMIM:618404	1/8661	0.00%	-18.725
1,632	Epileptic encephalopathy, early infantile, 41	OMIM:617105	1/8661	0.00%	-18.725
1,633	Intellectual developmental disorder with polymicrogyria and seizures	OMIM:621021	1/8661	0.00%	-18.725
1,634	Pierre Robin syndrome	OMIM:261800	1/8661	0.00%	-18.725
1,635	Cleft palate, isolated	OMIM:119540	1/8661	0.00%	-18.725
1,636	Microcephaly 5, primary, autosomal recessive	OMIM:608716	1/8661	0.00%	-18.725
1,637	Lissencephaly, X-linked, 2	OMIM:300215	1/8661	0.00%	-18.725
1,638	Acrofacial dysostosis syndrome of rodriguez	OMIM:201170	1/8661	0.00%	-18.725
1,639	Parc syndrome	OMIM:600331	1/8661	0.00%	-18.725
1,640	Peroxisome biogenesis disorder 10A (Zellweger)	OMIM:614882	1/8661	0.00%	-18.725
1,641	Popliteal pterygium syndrome	OMIM:119500	1/8661	0.00%	-18.73
1,642	Camptodactyly 1	OMIM:114200	1/8661	0.00%	-18.734
1,643	Camptodactyly-Arthropathy-Coxa vara-pericarditis syndrome	OMIM:208250	1/8661	0.00%	-18.734
1,644	Fanconi anemia	OMIM:227650	1/8661	0.00%	-18.742
1,645	Holoprosencephaly 1	OMIM:236100	1/8661	0.00%	-18.745
1,646	Spondyloepiphyseal dysplasia, Stanescu type	OMIM:616583	1/8661	0.00%	-18.747
1,647	Intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures	OMIM:618725	1/8661	0.00%	-18.748
1,648	Neurodevelopmental disorder with thin corpus callosum, hypotonia, and absent language	OMIM:621150	1/8661	0.00%	-18.755
1,649	Hydrocephalus, congenital, 2, with or without brain or eye anomalies	OMIM:615219	1/8661	0.00%	-18.757
1,650	Auriculocondylar syndrome 4	OMIM:620457	1/8661	0.00%	-18.766
1,651	Brachyolmia type 3	OMIM:113500	1/8661	0.00%	-18.767
1,652	Developmental delay with variable intellectual disability and dysmorphic facies	OMIM:620098	1/8661	0.00%	-18.777
1,653	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	OMIM:614643	1/8661	0.00%	-18.777
1,654	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	OMIM:617641	1/8661	0.00%	-18.779
1,655	Immunodeficiency-Centromeric instability-facial anomalies syndrome2	OMIM:614069	1/8661	0.00%	-18.782
1,656	Mucopolysaccharidosis type IIIA	OMIM:252900	1/8661	0.00%	-18.786
1,657	Fibromuscular dysplasia of arteries	OMIM:135580	1/8661	0.00%	-18.786
1,658	Osteopetrosis, autosomal dominant 3	OMIM:618107	1/8661	0.00%	-18.792
1,659	Rapp-Hodgkin syndrome	OMIM:129400	1/8661	0.00%	-18.802
1,660	Blau syndrome	OMIM:186580	1/8661	0.00%	-18.805
1,661	Spinal muscular atrophy with progressive myoclonic epilepsy	OMIM:159950	1/8661	0.00%	-18.805
1,662	Cervical ribs, sprengel anomaly, anal atresia, and urethral obstruction	OMIM:601389	1/8661	0.00%	-18.807
1,663	Spastic paralysis, infantile-onset ascending	OMIM:607225	1/8661	0.00%	-18.807
1,664	Hydrolethalus syndrome 2	OMIM:614120	1/8661	0.00%	-18.811
1,665	Hydrocephalus, tall stature, joint laxity, and kyphoscoliosis	OMIM:236660	1/8661	0.00%	-18.814
1,666	Perrault syndrome 1	OMIM:233400	1/8661	0.00%	-18.82
1,667	Auriculocondylar syndrome 2B	OMIM:620458	1/8661	0.00%	-18.82
1,668	Intellectual developmental disorder, autosomal dominant 48	OMIM:617751	1/8661	0.00%	-18.836
1,669	Intellectual developmental disorder, autosomal recessive 33	OMIM:614341	1/8661	0.00%	-18.838
1,670	Cerebrotendinous xanthomatosis	OMIM:213700	1/8661	0.00%	-18.843
1,671	Intellectual developmental disorder, autosomal recessive 79	OMIM:620393	1/8661	0.00%	-18.843
1,672	Pyruvate dehydrogenase e3-binding protein deficiency	OMIM:245349	1/8661	0.00%	-18.851
1,673	Diamond-Blackfan anemia 16	OMIM:617408	1/8661	0.00%	-18.852
1,674	Osteogenesis imperfecta congenita, microcephaly, and cataracts	OMIM:259410	1/8661	0.00%	-18.855
1,675	Craniofacial-deafness-hand syndrome	OMIM:122880	1/8661	0.00%	-18.857
1,676	Lethal congenital contracture syndrome 2	OMIM:607598	1/8661	0.00%	-18.859
1,677	Autoinflammation, antibody deficiency, and immune dysregulation, plcg2-associated	OMIM:614878	1/8661	0.00%	-18.867
1,678	Garg-Mishra progeroid syndrome	OMIM:620601	1/8661	0.00%	-18.869
1,679	Nemaline myopathy 11, autosomal recessive	OMIM:617336	1/8661	0.00%	-18.87
1,680	Auriculocondylar syndrome 2	OMIM:614669	1/8661	0.00%	-18.874
1,681	Hypercholesterolemia, familial, 1	OMIM:143890	1/8661	0.00%	-18.876
1,682	Caffey disease	OMIM:114000	1/8661	0.00%	-18.877
1,683	Bardet-Biedl syndrome 1	OMIM:209900	1/8661	0.00%	-18.878
1,684	Deeah syndrome	OMIM:619004	1/8661	0.00%	-18.883
1,685	Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, genital anomalies, and immunodeficiency	OMIM:618336	1/8661	0.00%	-18.885
1,686	Craniometadiaphyseal osteosclerosis with hip dysplasia	OMIM:620558	1/8661	0.00%	-18.894
1,687	Peroxisome biogenesis disorder 3B	OMIM:266510	1/8661	0.00%	-18.896
1,688	Beck-Fahrner syndrome	OMIM:618798	1/8661	0.00%	-18.897
1,689	Thoracolaryngopelvic dysplasia	OMIM:187760	1/8661	0.00%	-18.898
1,690	Congenital disorder of glycosylation, type IIc	OMIM:266265	1/8661	0.00%	-18.899
1,691	Ciliary dyskinesia, primary, 20	OMIM:615067	1/8661	0.00%	-18.901
1,692	Combined oxidative phosphorylation deficiency 28	OMIM:616794	1/8661	0.00%	-18.909
1,693	Meier-Gorlin syndrome 5	OMIM:613805	1/8661	0.00%	-18.911
1,694	Amyotrophic lateral sclerosis 27, juvenile	OMIM:620285	1/8661	0.00%	-18.912
1,695	Platyspondylic lethal skeletal dysplasia, Torrance type	OMIM:151210	1/8661	0.00%	-18.915
1,696	Developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy	OMIM:619090	1/8661	0.00%	-18.918
1,697	Alopecia, neurologic defects, and endocrinopathy syndrome	OMIM:612079	1/8661	0.00%	-18.919
1,698	Spastic paraplegia, optic atrophy, and neuropathy	OMIM:609541	1/8661	0.00%	-18.921
1,699	Sickle cell anemia	OMIM:603903	1/8661	0.00%	-18.927
1,700	Thrombocytopenia 8, with dysmorphic features and developmental delay	OMIM:620475	1/8661	0.00%	-18.933
1,701	Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia	OMIM:620538	1/8661	0.00%	-18.937
1,702	Spinal muscular atrophy, distal, autosomal recessive, 4	OMIM:611067	1/8661	0.00%	-18.939
1,703	Orofaciodigital syndrome X	OMIM:165590	1/8661	0.00%	-18.941
1,704	Arthrogryposis multiplex congenita 3, myogenic type	OMIM:618484	1/8661	0.00%	-18.942
1,705	Lymphoid interstitial pneumonia	OMIM:247610	1/8661	0.00%	-18.943
1,706	Fetal akinesia deformation sequence 3	OMIM:618389	1/8661	0.00%	-18.944
1,707	Peroneus tertius muscle, absence of	OMIM:261400	1/8661	0.00%	-18.945
1,708	Neurodevelopmental disorder with hearing loss and spasticity	OMIM:619616	1/8661	0.00%	-18.946
1,709	Arthrogryposis, distal, type 1B	OMIM:614335	1/8661	0.00%	-18.947
1,710	Factor VII deficiency	OMIM:227500	1/8661	0.00%	-18.952
1,711	Short-Rib thoracic dysplasia 18 with polydactyly	OMIM:617866	1/8661	0.00%	-18.956
1,712	Scalp-ear-nipple syndrome	OMIM:181270	1/8661	0.00%	-18.957
1,713	Menkes disease	OMIM:309400	1/8661	0.00%	-18.969
1,714	Patent ductus arteriosus and bicuspid aortic valve with hand anomalies	OMIM:604381	1/8661	0.00%	-18.974
1,715	Pallister-Hall syndrome	OMIM:146510	1/8661	0.00%	-18.986
1,716	Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital	OMIM:614748	1/8661	0.00%	-18.997
1,717	Myasthenic syndrome, congenital, 24, presynaptic	OMIM:618198	1/8661	0.00%	-18.998
1,718	Intellectual developmental disorder, autosomal dominant 42	OMIM:616973	1/8661	0.00%	-19.009
1,719	Myopathy, congenital, nonprogressive	OMIM:619967	1/8661	0.00%	-19.013
1,720	VEXAS syndrome, somatic	OMIM:301054	1/8661	0.00%	-19.014
1,721	Microcephaly 10, primary, autosomal recessive	OMIM:615095	1/8661	0.00%	-19.017
1,722	Hypermanganesemia with dystonia 2	OMIM:617013	1/8661	0.00%	-19.019
1,723	Skraban-Deardorff syndrome	OMIM:617616	1/8661	0.00%	-19.02
1,724	Spondyloepimetaphyseal dysplasia, Li-Shao-Li type	OMIM:621099	1/8661	0.00%	-19.024
1,725	Catifa syndrome	OMIM:618761	1/8661	0.00%	-19.024
1,726	,xy sex reversal 4	OMIM:154230	1/8661	0.00%	-19.026
1,727	Very long-chain acyl-CoA dehydrogenase deficiency	OMIM:201475	1/8661	0.00%	-19.027
1,728	Brachycephaly, trichomegaly, and developmental delay	OMIM:617412	1/8661	0.00%	-19.029
1,729	Myopathy, congenital, with fiber-type disproportion, X-linked	OMIM:300580	1/8661	0.00%	-19.034
1,730	Blue rubber bleb nevus	OMIM:112200	1/8661	0.00%	-19.042
1,731	Osteogenesis imperfecta, type XVIII	OMIM:617952	1/8661	0.00%	-19.047
1,732	Mulibrey nanism	OMIM:253250	1/8661	0.00%	-19.057
1,733	Centronuclear myopathy 1	OMIM:160150	1/8661	0.00%	-19.061
1,734	Joubert syndrome 7	OMIM:611560	1/8661	0.00%	-19.066
1,735	Intellectual developmental disorder, autosomal recessive 38	OMIM:615516	1/8661	0.00%	-19.069
1,736	Intellectual developmental disorder, autosomal recessive 74	OMIM:617169	1/8661	0.00%	-19.069
1,737	Thiamine-Responsive megaloblastic anemia syndrome	OMIM:249270	1/8661	0.00%	-19.07
1,738	Genitourinary and/or/brain malformation syndrome	OMIM:618820	1/8661	0.00%	-19.072
1,739	Meckel syndrome, type 8	OMIM:613885	1/8661	0.00%	-19.075
1,740	Stickler syndrome, type IV	OMIM:614134	1/8661	0.00%	-19.076
1,741	Mucopolysaccharidosis, type IIID	OMIM:252940	1/8661	0.00%	-19.077
1,742	Cerebroretinal microangiopathy with calcifications and cysts 1	OMIM:612199	1/8661	0.00%	-19.079
1,743	Enchondromatosis, multiple	OMIM:166000	1/8661	0.00%	-19.081
1,744	Mitochondrial complex II deficiency, nuclear type 3	OMIM:619167	1/8661	0.00%	-19.085
1,745	Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities	OMIM:620732	1/8661	0.00%	-19.091
1,746	Gastrointestinal defects and immunodeficiency syndrome 2	OMIM:619708	1/8661	0.00%	-19.094
1,747	Watson syndrome	OMIM:193520	1/8661	0.00%	-19.094
1,748	Neurodevelopmental disorder with hypotonia, neuropathy, and deafness	OMIM:617519	1/8661	0.00%	-19.099
1,749	Intellectual developmental disorder, X-linked syndromic, Nascimento type	OMIM:300860	1/8661	0.00%	-19.101
1,750	Intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked	OMIM:300048	1/8661	0.00%	-19.113
1,751	Multiple mitochondrial dysfunctions syndrome 10	OMIM:620960	1/8661	0.00%	-19.12
